BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO;BAGGING;ACBAGG;FPBAGG;FNBAGG;F1BAGG
EDITH;EDITE,EDITH;[EDITH];1;0;1;0.666666666667;[EDITH];1;0;1;0.666666666667;[EDI, EDIE, EDIO, EDITE, EDITH, EDU, EDY, EUDA, EUDETE];2;7;0;0.363636363636;[ADAILTON, ADALTO, ADAUTO, ADEILTO, ADITH, DALTO, DALTON, DAUSTER, EDITE, EDITH, EUDETE, ODETE, ODETTE];2;11;0;0.266666666667;[EDITH];1;0;1;0.666666666667;[EDITE, EDITH, EUDETE];2;1;0;0.8;[EDITH];1;0;1;0.666666666667;[EDITH];1;0;1;0.666666666667
EDIVAN;EDIVAN,EDIVAM;[EDIVAN, EDIVANE];1;1;1;0.5;[EDIVAN, EDIVANE];1;1;1;0.5;[EDIVAM, EDIVAN, EDIVANE, EDIVANIO];2;2;0;0.666666666667;[DAVI, DEVERCY, DIVA, DIVAL, EDIVAL, EDIVAM, EDIVAN, EDIVAR, EDVAR];2;7;0;0.363636363636;[EDIVAL, EDIVAM, EDIVAN, EDIVAR];2;2;0;0.666666666667;[EDIVAM, EDIVAN];2;0;0;1.0;[EDIVAN];1;0;1;0.666666666667;[EDIVAN, EDIVAM];2;0;0;1.0
EDIVAN;EDIVAN,EDIVAM;[EDIVAN, EDIVANE];1;1;1;0.5;[EDIVAN, EDIVANE];1;1;1;0.5;[EDIVAM, EDIVAN, EDIVANE, EDIVANIO];2;2;0;0.666666666667;[DAVI, DEVERCY, DIVA, DIVAL, EDIVAL, EDIVAM, EDIVAN, EDIVAR, EDVAR];2;7;0;0.363636363636;[EDIVAL, EDIVAM, EDIVAN, EDIVAR];2;2;0;0.666666666667;[EDIVAM, EDIVAN];2;0;0;1.0;[EDIVAN];1;0;1;0.666666666667;[EDIVAN, EDIVAM];2;0;0;1.0
EDNA;EDNA,EDINA;[EDNA, EDNE, EDNEI];1;2;1;0.4;[EDNA];1;0;1;0.666666666667;[EDINA, EDINEA, EDINEIA, EDMO, EDNA, EDNE, EDNEI, EDNEIA, ETIENE];2;7;0;0.363636363636;[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA];2;39;0;0.093023255814;[EDMAR, EDNA];1;1;1;0.5;[EDINA, EDINEA, EDINEIA, EDNA, EDNE, EDNEI, EDNEIA];2;5;0;0.444444444444;[EDINA, EDNA, EDNE, EDNEI];2;2;0;0.666666666667;[EDNEI, EDINA, EDNA, EDNE];2;2;0;0.666666666667
EDNALDO;EDINALDO, EDNALDO;[EDNALDO];0;1;2;0.0;[EDNALDO];0;1;2;0.0;[EDINALDO, EDNALDO];1;1;1;0.5;[ADEMILDES, ADENILDO, DONALDO, EDEMILDES, EDINALDO, EDNALDO];1;5;1;0.25;[EDNALDO];0;1;2;0.0;[EDINALDO, EDNALDO];1;1;1;0.5;[ADENILDO, DONALDO, EDINALDO, EDNALDO];1;3;1;0.333333333333;[EDINALDO, EDNALDO];1;1;1;0.5
EDSON;EDESON, EDISON, EDSON;[EDSON];0;1;3;0.0;[EDSON];0;1;3;0.0;[EDESON, EDISON, EDSON];1;2;2;0.333333333333;[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON];1;26;2;0.0666666666667;[EDSON];0;1;3;0.0;[EDSON];0;1;3;0.0;[EDESON, EDISON, EDSON];1;2;2;0.333333333333;[EDSON];0;1;3;0.0
EDVALDO;EDEVALDO, EDIVALDO, EDVALDO;[EDVALDO];0;1;3;0.0;[EDVALDO];0;1;3;0.0;[EDEVALDO, EDIVALDO, EDVALDO];1;2;2;0.333333333333;[ADEVALDES, DIVALDO, EDEVALDO, EDIVALDO, EDVALDO, EDVARDE, EDWALDO, EDWARD, ODIVALDO, ODUVALDO];1;9;2;0.153846153846;[EDVALDO, EDWALDO];0;2;3;0.0;[EDEVALDO, EDIVALDO, EDVALDO];1;2;2;0.333333333333;[DIVALDO, EDEVALDO, EDIVALDO, EDVALDO, EDWALDO, ODIVALDO, ODUVALDO];1;6;2;0.2;[EDVALDO, EDWALDO, EDIVALDO, EDEVALDO];1;3;2;0.285714285714
EDY;EDI, EDIE, EDY,EDYR;[EDY];0;1;4;0.0;[EDY];0;1;4;0.0;[EDI, EDIE, EDIO, EDITE, EDITH, EDU, EDY, EUDA, EUDETE];1;8;3;0.153846153846;[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA];2;43;2;0.0816326530612;[EDI, EDIR, EDIS, EDY, EDYR, HEDY];2;4;2;0.4;[EDI, EDIE, EDIO, EDU, EDY, EUDA];1;5;3;0.2;[EDI, EDU, EDY];1;2;3;0.285714285714;[EDI, EDY, EDU];1;2;3;0.285714285714
EFIGENIA;EPHIGENIA,EFIGENIA;[EFIGENIA];1;0;1;0.666666666667;[EFIGENIA];1;0;1;0.666666666667;[EFIGENIA, EFIGENIO, EPHIGENIA];2;1;0;0.8;[EFIGENIA, EFIGENIO, EPHIGENIA];2;1;0;0.8;[EFIGENIA, EPHIGENIA];2;0;0;1.0;[EFIGENIA, EFIGENIO];1;1;1;0.5;[EFIGENIA, EPHIGENIA];2;0;0;1.0;[EPHIGENIA, EFIGENIA];2;0;0;1.0
EFRAIM;EFRAIM, FRAIM;[EFRAIM];1;0;1;0.666666666667;[EFRAIM];1;0;1;0.666666666667;[EBRAIM, EFRAIM, EFRIM];1;2;1;0.4;[EFRAIM, EFRIM, FELIX, FLORACY, FRAIM, OPHELIA];1;5;1;0.25;[EFRAIM];1;0;1;0.666666666667;[EFRAIM, EFRIM];1;1;1;0.5;[EFRAIM, FRAIM];1;1;1;0.5;[EFRAIM];1;0;1;0.666666666667
ELCIO;ELCIO,HELCIO;[ELCIO];1;0;1;0.666666666667;[ELCI, ELCIAS, ELCIO];1;2;1;0.4;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];1;25;1;0.0714285714286;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELCIO, ELSON, ELZO, HELCIO, HELSON];2;3;0;0.571428571429;[ELCI, ELCIO, ELCY, ELIAS, ELSA];1;4;1;0.285714285714;[ELCIO, ELZIO];1;1;1;0.5;[ELCIO];1;0;1;0.666666666667
ELENI;ELEMIR, ELENI,ELENIR, HELENI;[ELENA, ELENI, ELENICE, ELENIR, ELENO];1;4;3;0.222222222222;[ELENA, ELENI, ELENIR, ELENO];1;3;3;0.25;[ELAINE, ELENA, ELENI, ELENO, ELIANA, ELIANE, ELIENE, ELINA, ELINE, ELIONAI];0;10;4;0.0;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;2;0.0298507462687;[ELEMIR, ELENI, ELENICE, ELENIR, ERENI, ERENICE, ERENY, HELENI];2;6;2;0.333333333333;[ELAINE, ELENA, ELENI, ELENO, ELIANA, ELIANE, ELIENE, ELINA, ELINE, ELIONAI];0;10;4;0.0;[ELENA, ELENI, ELENO, ELINA, ELINE];0;5;4;0.0;[ELENI, ELENA, ELINE, ELINA, ELENO];0;5;4;0.0
ELIANA;HELIANA,ELIANA,HELEANA,ELIANE,ELAINE;[ELIANA, ELIANE];2;0;3;0.571428571429;[ELIANA, ELIANE];2;0;3;0.571428571429;[ELAINE, ELENA, ELENI, ELENO, ELIANA, ELIANE, ELIENE, ELINA, ELINE, ELIONAI];3;7;2;0.4;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];5;125;0;0.0740740740741;[ELIANA, HELIANA];2;0;3;0.571428571429;[ELAINE, ELENA, ELENI, ELENO, ELIANA, ELIANE, ELIENE, ELINA, ELINE, ELIONAI];3;7;2;0.4;[ELIANA, LUIANA];1;1;4;0.285714285714;[ELIANA];1;0;4;0.333333333333
ELIETE;ELIETE,ELYETTE;[ELIETE];1;0;1;0.666666666667;[ELIETE];1;0;1;0.666666666667;[ELADIO, ELDA, ELIDA, ELIDIO, ELIDO, ELIETE, ELILDE, ELITA, ELITO, ELYETTE, EWALDO];2;9;0;0.307692307692;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];2;32;0;0.111111111111;[ELIETE, ELYETTE];2;0;0;1.0;[ELIETE, ELITA, ELITO];1;2;1;0.4;[ELIETE, ELYETTE];2;0;0;1.0;[ELYETTE, ELIETE];2;0;0;1.0
ELISEU;ELISEU,ELIZEU;[ELISA, ELISEU];1;1;1;0.5;[ELISA, ELISEU];1;1;1;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;24;0;0.142857142857;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELISEU, ELIZEU];2;0;0;1.0;[ELISEU, ELIZEU];2;0;0;1.0;[ELISEU, ELIZEU];2;0;0;1.0;[ELIZEU, ELISEU];2;0;0;1.0
ELIZA;ELIZA,ELISA;[ELIZA, ELIZEU];1;1;1;0.5;[ELIZA, ELIZEU];1;1;1;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;24;0;0.142857142857;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELISA, ELIZA];2;0;0;1.0;[ELAISE, ELISA, ELISIO, ELIZA, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;15;0;0.210526315789;[ELCI, ELCY, ELISA, ELIZA, ELSA, ELZA, ELZI, ELZO, ELZU, ELZY];2;8;0;0.333333333333;[ELZY, ELZU, ELZO, ELZI, ELZA, ELIZA, ELISA];2;5;0;0.444444444444
ELIZABETE;ELIZABETE,ELIZABETH,ELISABETE;[ELIZABETE];1;0;2;0.5;[ELIZABETE];1;0;2;0.5;[ELISABETE, ELIZABETE, ELIZABETH];3;0;0;1.0;[ELISABETE, ELIZABETE, ELIZABETH];3;0;0;1.0;[ELISABETE, ELIZABETE];2;0;1;0.8;[ELISABETE, ELIZABETE, ELIZABETH];3;0;0;1.0;[ELISABETE, ELIZABETE];2;0;1;0.8;[ELIZABETE, ELISABETE];2;0;1;0.8
ELIZETE;ELIZETE, ELIZETH;[ELIZETE];1;0;1;0.666666666667;[ELIZETE];1;0;1;0.666666666667;[ELIZETE, ELIZETH];1;1;1;0.5;[ALCESTES, ELIZETE, ELIZETH, LIZETE, LUZITA, RISETE, ROSITA];1;6;1;0.222222222222;[ELIZETE];1;0;1;0.666666666667;[ELIZETE, ELIZETH];1;1;1;0.5;[ELIZETE];1;0;1;0.666666666667;[ELIZETE];1;0;1;0.666666666667
ELIZIO;ELIZIO,ELYSIO,ELISIO;[ELIZIO];1;0;2;0.5;[ELIZIO];1;0;2;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];3;23;0;0.206896551724;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];3;82;0;0.0681818181818;[ELISIO, ELIZIO, ELYSIO];3;0;0;1.0;[ELAISE, ELISA, ELISIO, ELIZA, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];3;14;0;0.3;[ALECIO, ALICIO, ELISIO, ELIZIO, ELYSIO];3;2;0;0.75;[ELIZIO, ELISIO, ELYSIO];3;0;0;1.0
ELOI;ELOY,ELOI;[ELOA, ELOI, ELOIR];1;2;1;0.4;[ELOA, ELOI, ELOIR];1;2;1;0.4;[ELI, ELIEL, ELIO, ELOA, ELOI, ELOY, ELY, EULALIA, EULALIO];2;7;0;0.363636363636;[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...];2;113;0;0.034188034188;[ELOI, ELOIR, ELOY];2;1;0;0.8;[ELI, ELIO, ELOA, ELOI, ELOY, ELY];2;4;0;0.5;[ELOI, ELOY];2;0;0;1.0;[ELOY, ELOI];2;0;0;1.0
ELOISA;ELOISA,ELOIZIA,ELUIZA;[ELOISA];1;0;2;0.5;[ELOISA];1;0;2;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];3;23;0;0.206896551724;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];3;82;0;0.0681818181818;[ELOISA, HELOISA, HELOIZA];1;2;2;0.333333333333;[ELAISE, ELISA, ELISIO, ELIZA, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];3;14;0;0.3;[ELOISA];1;0;2;0.5;[ELOISA];1;0;2;0.5
ELTON;ELTON, ERTON, HELTON;[ELTON];1;0;2;0.5;[ELTON];1;0;2;0.5;[ELTON];1;0;2;0.5;[AELTON, AERTON, AHILTON, AILTHON, AILTON, AIRTON, ALTAIR, ALTAYR, ARTHUR, ARTUR, ASTOR, ASTREIA, ATHOS, AUTA, AYLTON, AYRTON, ELTON, ERTON, ESTER, ESTHER, HAILTON, HEITOR, HELTON, HILTON, HUET, HYLTON, ILTOM, ILTON, ITO, OTTO, TAEL, THAIS, TITO, UOSTON];1;33;2;0.0540540540541;[ELTON, ERTON, HELTON];1;2;2;0.333333333333;[ELTON];1;0;2;0.5;[ELTON];1;0;2;0.5;[ELTON];1;0;2;0.5
ELVINA;ELVINA, ELVINIA;[ELVINA, ELVINIA];1;1;1;0.5;[ELVINA, ELVINIA];1;1;1;0.5;[ELVINA, ELVINIA];1;1;1;0.5;[ALVANIR, ALVIMAR, ALVINA, ALVINO, ELVINA, ELVINIA, LAVINIA, LEVINO, RIVONI];1;8;1;0.181818181818;[ELVINA];1;0;1;0.666666666667;[ELVINA, ELVINIA];1;1;1;0.5;[ALVINA, ELVINA];1;1;1;0.5;[ELVINA];1;0;1;0.666666666667
ELVIO;ELVIO, HELVIO;[ELVIO];1;0;1;0.666666666667;[ELVIO];1;0;1;0.666666666667;[ELBO, ELVIO];1;1;1;0.5;[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL];1;19;1;0.0909090909091;[ELVIO, HELVIO];1;1;1;0.5;[ELVIO];1;0;1;0.666666666667;[ELIO, ELVIO];1;1;1;0.5;[ELVIO];1;0;1;0.666666666667
ELZO;ELZO,ELZU;[ELZA, ELZI, ELZIRA, ELZO];1;3;1;0.333333333333;[ELZO];1;0;1;0.666666666667;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;24;0;0.142857142857;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELCIO, ELSON, ELZO, HELCIO, HELSON];1;4;1;0.285714285714;[ELAISE, ELISA, ELISIO, ELIZA, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;15;0;0.210526315789;[ELCI, ELCY, ELISA, ELIZA, ELSA, ELZA, ELZI, ELZO, ELZU, ELZY];2;8;0;0.333333333333;[ELZY, ELZU, ELZO, ELZI, ELZA, ELIZA, ELISA];2;5;0;0.444444444444
